Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Churn
13913.0,141,1,42.22,1,1,1,111,At Risk,0
13915.0,29,1,70.80000000000001,3,1,1,311,Potential Loyalists,0
13916.0,98,4,1275.81,2,3,3,233,At Risk,0
13919.0,59,2,975.87,2,2,3,223,At Risk,0
13920.0,66,4,1774.68,2,3,4,234,At Risk,0
13921.0,37,4,730.7,3,3,3,333,Loyal Customers,0
13922.0,72,2,692.95,2,2,2,222,At Risk,0
13927.0,72,1,359.27,2,1,2,212,At Risk,0
13929.0,51,9,2651.45,3,4,4,344,Loyal Customers,0
13931.0,27,9,4019.85,3,4,4,344,Loyal Customers,0
13935.0,231,3,6116.92,1,3,4,134,At Risk,1
13936.0,17,2,563.08,4,2,2,422,Potential Loyalists,0
13937.0,37,1,721.28,3,1,3,313,Potential Loyalists,0
13939.0,66,4,992.41,2,3,3,233,At Risk,0
13941.0,7,11,6009.34,4,4,4,444,Champions,0
13942.0,169,1,320.0,1,1,2,112,At Risk,0
13943.0,212,1,246.54,1,1,1,111,At Risk,1
13944.0,288,1,200.43,1,1,1,111,At Risk,1
13945.0,29,2,854.1500000000001,3,2,3,323,Potential Loyalists,0
13946.0,11,3,1314.66,4,3,3,433,Loyal Customers,0
13948.0,46,3,446.76,3,3,2,332,Loyal Customers,0
13952.0,15,12,9572.45,4,4,4,444,Champions,0
13953.0,44,5,3125.0,3,3,4,334,Loyal Customers,0
13955.0,10,1,221.11,4,1,1,411,Potential Loyalists,0
13957.0,52,3,458.25,3,3,2,332,Loyal Customers,0
13958.0,14,8,4709.2300000000005,4,4,4,444,Champions,0
13959.0,34,3,470.73,3,3,2,332,Loyal Customers,0
13961.0,27,1,538.4,3,1,2,312,Potential Loyalists,0
13962.0,70,1,193.25,2,1,1,211,At Risk,0
13963.0,2,14,2347.33,4,4,4,444,Champions,0
13964.0,22,2,438.9,3,2,2,322,Potential Loyalists,0
13965.0,111,3,996.61,2,3,3,233,At Risk,0
13966.0,70,1,384.26,2,1,2,212,At Risk,0
13967.0,31,1,85.6,3,1,1,311,Potential Loyalists,0
13968.0,58,1,123.66,2,1,1,211,At Risk,0
13969.0,0,18,4266.88,4,4,4,444,Champions,0
13970.0,21,2,846.55,3,2,3,323,Potential Loyalists,0
13971.0,58,6,1909.31,2,4,4,244,At Risk,0
13974.0,217,1,264.13,1,1,1,111,At Risk,1
13975.0,28,6,2795.16,3,4,4,344,Loyal Customers,0
13976.0,141,3,834.38,1,3,3,133,At Risk,0
13977.0,46,1,519.8100000000001,3,1,2,312,Potential Loyalists,0
13979.0,28,6,2510.06,3,4,4,344,Loyal Customers,0
13980.0,74,4,568.68,2,3,2,232,At Risk,0
13981.0,50,1,331.14,3,1,2,312,Potential Loyalists,0
13982.0,0,6,2511.08,4,4,4,444,Champions,0
13983.0,1,10,4479.82,4,4,4,444,Champions,0
13984.0,1,8,1128.09,4,4,3,443,Loyal Customers,0
13985.0,9,7,2960.73,4,4,4,444,Champions,0
13987.0,14,2,682.54,4,2,2,422,Potential Loyalists,0
13988.0,18,2,609.84,3,2,2,322,Potential Loyalists,0
13989.0,99,3,759.98,2,3,3,233,At Risk,0
13992.0,15,2,142.7,4,2,1,421,Potential Loyalists,0
13993.0,14,10,3309.35,4,4,4,444,Champions,0
13995.0,14,9,2508.32,4,4,4,444,Champions,0
13996.0,21,2,895.76,3,2,3,323,Potential Loyalists,0
13997.0,154,3,376.46,1,3,2,132,At Risk,0
13998.0,81,3,566.7,2,3,2,232,At Risk,0
13999.0,9,17,5600.45,4,4,4,444,Champions,0
14000.0,49,4,1410.68,3,3,3,333,Loyal Customers,0
14001.0,8,7,2487.01,4,4,4,444,Champions,0
14003.0,367,1,209.41,1,1,1,111,At Risk,1
14004.0,28,4,1675.81,3,3,3,333,Loyal Customers,0
14006.0,163,4,1234.48,1,3,3,133,At Risk,0
14007.0,147,1,79.48,1,1,1,111,At Risk,0
14008.0,67,1,509.04,2,1,2,212,At Risk,0
14009.0,97,1,404.3,2,1,2,212,At Risk,0
14010.0,200,2,445.15,1,2,2,122,At Risk,1
14011.0,115,2,457.82,2,2,2,222,At Risk,0
14013.0,15,2,611.55,4,2,2,422,Potential Loyalists,0
14014.0,11,2,1443.03,4,2,3,423,Potential Loyalists,0
14016.0,31,7,7062.2,3,4,4,344,Loyal Customers,0
14017.0,206,1,229.75,1,1,1,111,At Risk,1
14018.0,280,1,367.15,1,1,2,112,At Risk,1
14020.0,111,2,606.21,2,2,2,222,At Risk,0
14021.0,9,4,1084.68,4,3,3,433,Loyal Customers,0
14022.0,121,1,352.15000000000003,2,1,2,212,At Risk,0
14024.0,25,1,318.04,3,1,2,312,Potential Loyalists,0
14025.0,99,8,4057.9,2,4,4,244,At Risk,0
14026.0,105,2,713.11,2,2,3,223,At Risk,0
14028.0,185,3,10396.5,1,3,4,134,At Risk,1
14030.0,1,14,5839.46,4,4,4,444,Champions,0
14031.0,0,27,23632.72,4,4,4,444,Champions,0
14032.0,1,6,1874.68,4,4,4,444,Champions,0
14033.0,190,1,109.44,1,1,1,111,At Risk,1
14035.0,41,4,1366.73,3,3,3,333,Loyal Customers,0
14037.0,113,4,689.75,2,3,2,232,At Risk,0
14038.0,32,2,1509.5,3,2,3,323,Potential Loyalists,0
14039.0,210,1,115.08,1,1,1,111,At Risk,1
14040.0,21,23,8963.49,3,4,4,344,Loyal Customers,0
14042.0,360,1,431.98,1,1,2,112,At Risk,1
14043.0,126,2,302.6,2,2,1,221,At Risk,0
14044.0,53,6,2431.28,2,4,4,244,At Risk,0
14045.0,8,13,9653.28,4,4,4,444,Champions,0
14047.0,7,10,2946.42,4,4,4,444,Champions,0
14048.0,17,2,338.76,4,2,2,422,Potential Loyalists,0
14049.0,22,9,7444.68,3,4,4,344,Loyal Customers,0
14051.0,1,15,6784.01,4,4,4,444,Champions,0
14052.0,25,1,241.3,3,1,1,311,Potential Loyalists,0
14053.0,32,2,312.05,3,2,2,322,Potential Loyalists,0
14055.0,212,2,795.3199999999999,1,2,3,123,At Risk,1
14057.0,16,5,2135.0,4,3,4,434,Loyal Customers,0
14058.0,97,2,469.19,2,2,2,222,At Risk,0
14060.0,1,13,3378.66,4,4,4,444,Champions,0
14061.0,142,3,917.43,1,3,3,133,At Risk,0
14062.0,9,12,15120.8,4,4,4,444,Champions,0
14063.0,73,9,22710.2,2,4,4,244,At Risk,0
14064.0,65,10,1925.9,2,4,4,244,At Risk,0
14065.0,24,3,891.02,3,3,3,333,Loyal Customers,0
14068.0,238,3,1250.87,1,3,3,133,At Risk,1
14069.0,149,2,225.81,1,2,1,121,At Risk,0
14070.0,319,1,321.6,1,1,2,112,At Risk,1
14072.0,301,1,390.85,1,1,2,112,At Risk,1
14074.0,258,1,219.4,1,1,1,111,At Risk,1
14075.0,38,3,792.61,3,3,3,333,Loyal Customers,0
14077.0,30,1,115.66,3,1,1,311,Potential Loyalists,0
14078.0,8,4,640.34,4,3,2,432,Loyal Customers,0
14079.0,317,1,243.63,1,1,1,111,At Risk,1
14080.0,48,4,1070.08,3,3,3,333,Loyal Customers,0
14081.0,4,9,4369.47,4,4,4,444,Champions,0
14082.0,27,1,231.11,3,1,1,311,Potential Loyalists,0
14083.0,6,3,373.3,4,3,2,432,Loyal Customers,0
14084.0,147,1,150.5,1,1,1,111,At Risk,0
14085.0,3,16,5607.43,4,4,4,444,Champions,0
14086.0,97,1,39.95,2,1,1,211,At Risk,0
14087.0,39,2,638.0,3,2,2,322,Potential Loyalists,0
14088.0,41,3,13544.99,3,3,4,334,Loyal Customers,0
14091.0,289,2,9530.08,1,2,4,124,At Risk,1
14092.0,9,10,3152.54,4,4,4,444,Champions,0
14094.0,74,1,311.77,2,1,2,212,At Risk,0
14095.0,357,1,2.95,1,1,1,111,At Risk,1
14097.0,116,2,422.86,2,2,2,222,At Risk,0
14099.0,10,9,2646.74,4,4,4,444,Champions,0
14101.0,23,7,3985.14,3,4,4,344,Loyal Customers,0
14104.0,24,3,527.3199999999999,3,3,2,332,Loyal Customers,0
14105.0,43,4,4722.6,3,3,4,334,Loyal Customers,0
14106.0,372,1,214.8,1,1,1,111,At Risk,1
14107.0,83,4,2174.07,2,3,4,234,At Risk,0
14108.0,366,2,447.05,1,2,2,122,At Risk,1
14110.0,70,21,7304.8,2,4,4,244,At Risk,0
14112.0,86,6,2919.44,2,4,4,244,At Risk,0
14113.0,10,12,5252.1900000000005,4,4,4,444,Champions,0
14114.0,30,5,977.56,3,3,3,333,Loyal Customers,0
14115.0,136,2,622.67,1,2,2,122,At Risk,0
14118.0,63,1,458.45,2,1,2,212,At Risk,0
14119.0,10,2,183.37,4,2,1,421,Potential Loyalists,0
14122.0,41,3,362.42,3,3,2,332,Loyal Customers,0
14123.0,368,1,436.18,1,1,2,112,At Risk,1
14126.0,79,1,466.33,2,1,2,212,At Risk,0
14127.0,15,3,1190.37,4,3,3,433,Loyal Customers,0
14128.0,186,1,286.71,1,1,1,111,At Risk,1
14129.0,34,4,1467.48,3,3,3,333,Loyal Customers,0
14130.0,10,3,1377.86,4,3,3,433,Loyal Customers,0
14131.0,283,1,168.22,1,1,1,111,At Risk,1
14133.0,368,1,305.5,1,1,1,111,At Risk,1
14134.0,17,15,11123.35,4,4,4,444,Champions,0
14135.0,2,11,4953.61,4,4,4,444,Champions,0
14136.0,35,5,1570.81,3,3,3,333,Loyal Customers,0
14137.0,330,1,332.7,1,1,2,112,At Risk,1
14139.0,125,3,670.98,2,3,2,232,At Risk,0
14142.0,8,2,671.34,4,2,2,422,Potential Loyalists,0
14144.0,121,1,30.6,2,1,1,211,At Risk,0
14145.0,94,3,3857.85,2,3,4,234,At Risk,0
14146.0,18,7,5259.3,3,4,4,344,Loyal Customers,0
14147.0,23,7,2106.8,3,4,4,344,Loyal Customers,0
14148.0,49,1,309.09000000000003,3,1,2,312,Potential Loyalists,0
14151.0,308,2,679.45,1,2,2,122,At Risk,1
14152.0,22,5,1376.05,3,3,3,333,Loyal Customers,0
14153.0,118,1,233.4,2,1,1,211,At Risk,0
14154.0,16,6,5115.08,4,4,4,444,Champions,0
14156.0,6,102,196549.74,4,4,4,444,Champions,0
14157.0,24,3,553.8000000000001,3,3,2,332,Loyal Customers,0
14159.0,14,9,3230.45,4,4,4,444,Champions,0
14160.0,245,7,8421.47,1,4,4,144,At Risk,1
14161.0,4,5,2182.46,4,3,4,434,Loyal Customers,0
14163.0,97,1,148.71,2,1,1,211,At Risk,0
14166.0,140,2,251.15,1,2,1,121,At Risk,0
14167.0,99,4,711.7,2,3,3,233,At Risk,0
14168.0,55,2,370.45,2,2,2,222,At Risk,0
14169.0,65,2,621.51,2,2,2,222,At Risk,0
14170.0,10,3,570.18,4,3,2,432,Loyal Customers,0
14171.0,365,1,135.0,1,1,1,111,At Risk,1
14172.0,240,3,369.02,1,3,2,132,At Risk,1
14173.0,276,2,135.16,1,2,1,121,At Risk,1
14175.0,53,5,4456.58,2,3,4,234,At Risk,0
14176.0,2,2,339.11,4,2,2,422,Potential Loyalists,0
14177.0,16,9,1660.23,4,4,3,443,Loyal Customers,0
14180.0,7,9,1570.73,4,4,3,443,Loyal Customers,0
14181.0,45,2,308.35,3,2,2,322,Potential Loyalists,0
14182.0,78,4,678.77,2,3,2,232,At Risk,0
14183.0,46,2,278.34000000000003,3,2,1,321,Potential Loyalists,0
14186.0,62,5,1550.63,2,3,3,233,At Risk,0
14187.0,108,1,123.5,2,1,1,211,At Risk,0
14189.0,3,2,1160.31,4,2,3,423,Potential Loyalists,0
14190.0,301,1,79.9,1,1,1,111,At Risk,1
14191.0,29,2,132.9,3,2,1,321,Potential Loyalists,0
14192.0,23,1,293.74,3,1,1,311,Potential Loyalists,0
14193.0,31,1,356.8,3,1,2,312,Potential Loyalists,0
14194.0,27,15,7321.070000000001,3,4,4,344,Loyal Customers,0
14195.0,74,4,1603.6,2,3,3,233,At Risk,0
14197.0,45,1,390.05,3,1,2,312,Potential Loyalists,0
14198.0,35,5,868.33,3,3,3,333,Loyal Customers,0
14199.0,58,3,906.3,2,3,3,233,At Risk,0
14200.0,252,1,379.2,1,1,2,112,At Risk,1
14201.0,44,3,446.1,3,3,2,332,Loyal Customers,0
14202.0,16,3,847.76,4,3,3,433,Loyal Customers,0
14203.0,32,1,339.34,3,1,2,312,Potential Loyalists,0
14204.0,57,3,874.22,2,3,3,233,At Risk,0
14205.0,29,7,1947.5,3,4,4,344,Loyal Customers,0
14206.0,23,2,856.85,3,2,3,323,Potential Loyalists,0
14207.0,322,1,157.8,1,1,1,111,At Risk,1
14208.0,186,1,415.31,1,1,2,112,At Risk,1
14209.0,20,9,2919.84,3,4,4,344,Loyal Customers,0
14210.0,6,11,3955.68,4,4,4,444,Champions,0
14211.0,46,9,2161.19,3,4,4,344,Loyal Customers,0
14212.0,80,1,1119.66,2,1,3,213,At Risk,0
14213.0,39,1,1192.2,3,1,3,313,Potential Loyalists,0
14215.0,3,4,1626.61,4,3,3,433,Loyal Customers,0
14216.0,49,1,310.74,3,1,2,312,Potential Loyalists,0
14217.0,1,7,1411.91,4,4,3,443,Loyal Customers,0
14219.0,44,2,543.89,3,2,2,322,Potential Loyalists,0
14220.0,202,2,882.5999999999999,1,2,3,123,At Risk,1
14221.0,84,8,3084.69,2,4,4,244,At Risk,0
14224.0,25,5,831.98,3,3,3,333,Loyal Customers,0
14225.0,69,4,2031.07,2,3,4,234,At Risk,0
14226.0,76,1,770.34,2,1,3,213,At Risk,0
14227.0,49,5,3017.75,3,3,4,334,Loyal Customers,0
14228.0,72,3,745.5,2,3,3,233,At Risk,0
14229.0,38,4,1046.84,3,3,3,333,Loyal Customers,0
14230.0,70,3,979.8,2,3,3,233,At Risk,0
14231.0,85,1,309.91,2,1,2,212,At Risk,0
14233.0,100,3,1441.55,2,3,3,233,At Risk,0
14235.0,133,4,1573.13,2,3,3,233,At Risk,0
14236.0,7,4,1253.78,4,3,3,433,Loyal Customers,0
14237.0,8,2,471.14,4,2,2,422,Potential Loyalists,0
14238.0,297,2,287.38,1,2,1,121,At Risk,1
14239.0,66,10,1882.32,2,4,4,244,At Risk,0
14240.0,58,1,357.15000000000003,2,1,2,212,At Risk,0
14241.0,331,1,120.0,1,1,1,111,At Risk,1
14243.0,0,8,4842.28,4,4,4,444,Champions,0
14244.0,295,1,366.42,1,1,2,112,At Risk,1
14247.0,39,4,616.79,3,3,2,332,Loyal Customers,0
14248.0,94,2,730.37,2,2,3,223,At Risk,0
14249.0,45,12,5400.461,3,4,4,344,Loyal Customers,0
14252.0,16,1,350.99,4,1,2,412,Potential Loyalists,0
14253.0,128,2,363.4,2,2,2,222,At Risk,0
14254.0,67,1,601.03,2,1,2,212,At Risk,0
14255.0,181,1,1000.63,1,1,3,113,At Risk,1
14256.0,126,3,1491.73,2,3,3,233,At Risk,0
14257.0,15,4,2854.73,4,3,4,434,Loyal Customers,0
14258.0,30,16,19381.36,3,4,4,344,Loyal Customers,0
14260.0,106,3,824.28,2,3,3,233,At Risk,0
14263.0,58,1,322.93,2,1,2,212,At Risk,0
14264.0,14,4,1183.39,4,3,3,433,Loyal Customers,0
14265.0,99,2,843.1700000000001,2,2,3,223,At Risk,0
14266.0,63,1,40.56,2,1,1,211,At Risk,0
14268.0,105,1,354.85,2,1,2,212,At Risk,0
14269.0,74,1,295.73,2,1,1,211,At Risk,0
14271.0,44,1,101.86,3,1,1,311,Potential Loyalists,0
14272.0,197,2,482.85,1,2,2,122,At Risk,1
14274.0,321,1,256.6,1,1,1,111,At Risk,1
14275.0,30,6,1189.38,3,4,3,343,Loyal Customers,0
14276.0,42,4,982.94,3,3,3,333,Loyal Customers,0
14277.0,46,6,13009.61,3,4,4,344,Loyal Customers,0
14278.0,44,1,205.83,3,1,1,311,Potential Loyalists,0
14279.0,155,2,191.86,1,2,1,121,At Risk,0
14281.0,43,1,245.15,3,1,1,311,Potential Loyalists,0
14282.0,2,11,4120.32,4,4,4,444,Champions,0
14283.0,98,4,628.44,2,3,2,232,At Risk,0
14284.0,288,1,704.4,1,1,3,113,At Risk,1
14285.0,148,4,1374.41,1,3,3,133,At Risk,0
14286.0,39,4,3851.01,3,3,4,334,Loyal Customers,0
14290.0,48,3,2201.91,3,3,4,334,Loyal Customers,0
14291.0,15,12,4020.85,4,4,4,444,Champions,0
14292.0,45,7,4354.32,3,4,4,344,Loyal Customers,0
14293.0,3,6,2221.37,4,4,4,444,Champions,0
14294.0,42,1,375.34,3,1,2,312,Potential Loyalists,0
14295.0,73,4,2196.71,2,3,4,234,At Risk,0
14296.0,56,2,456.4,2,2,2,222,At Risk,0
14298.0,10,38,39667.19,4,4,4,444,Champions,0
14299.0,0,19,10533.87,4,4,4,444,Champions,0
14301.0,51,3,1352.04,3,3,3,333,Loyal Customers,0
14302.0,65,3,742.9000000000001,2,3,3,233,At Risk,0
14303.0,42,2,277.94,3,2,1,321,Potential Loyalists,0
14304.0,14,2,1341.56,4,2,3,423,Potential Loyalists,0
14306.0,13,4,1058.0800000000002,4,3,3,433,Loyal Customers,0
14307.0,8,5,2075.31,4,3,4,434,Loyal Customers,0
14308.0,184,2,1147.02,1,2,3,123,At Risk,1
14309.0,48,2,1428.28,3,2,3,323,Potential Loyalists,0
14310.0,67,1,492.1,2,1,2,212,At Risk,0
14311.0,202,1,206.19,1,1,1,111,At Risk,1
14312.0,13,5,1478.7,4,3,3,433,Loyal Customers,0
14314.0,65,1,109.8,2,1,1,211,At Risk,0
14315.0,199,2,716.69,1,2,3,123,At Risk,1
14316.0,57,5,1370.34,2,3,3,233,At Risk,0
14318.0,95,1,158.02,2,1,1,211,At Risk,0
14319.0,59,1,494.85,2,1,2,212,At Risk,0
14320.0,181,3,868.96,1,3,3,133,At Risk,1
14321.0,66,2,687.3100000000001,2,2,2,222,At Risk,0
14322.0,64,4,474.1,2,3,2,232,At Risk,0
14324.0,44,2,701.61,3,2,2,322,Potential Loyalists,0
14325.0,204,1,245.48,1,1,1,111,At Risk,1
14326.0,98,2,757.13,2,2,3,223,At Risk,0
14327.0,17,5,1583.28,4,3,3,433,Loyal Customers,0
14328.0,73,1,445.05,2,1,2,212,At Risk,0
14329.0,10,8,4912.38,4,4,4,444,Champions,0
14330.0,258,1,200.63,1,1,1,111,At Risk,1
14332.0,16,2,1077.2,4,2,3,423,Potential Loyalists,0
14334.0,60,4,1766.27,2,3,4,234,At Risk,0
14338.0,171,1,339.88,1,1,2,112,At Risk,0
14339.0,63,1,310.75,2,1,2,212,At Risk,0
14341.0,55,10,2285.04,2,4,4,244,At Risk,0
14342.0,67,2,249.88,2,2,1,221,At Risk,0
14343.0,56,4,1079.66,2,3,3,233,At Risk,0
14344.0,2,14,2443.77,4,4,4,444,Champions,0
14346.0,60,3,1294.17,2,3,3,233,At Risk,0
14347.0,371,1,82.60000000000001,1,1,1,111,At Risk,1
14350.0,15,2,689.1,4,2,2,422,Potential Loyalists,0
14353.0,45,2,285.9,3,2,1,321,Potential Loyalists,0
14355.0,0,3,840.0500000000001,4,3,3,433,Loyal Customers,0
14358.0,24,2,400.06,3,2,2,322,Potential Loyalists,0
14361.0,213,1,214.71,1,1,1,111,At Risk,1
14363.0,37,2,227.47000000000003,3,2,1,321,Potential Loyalists,0
14365.0,29,2,634.68,3,2,2,322,Potential Loyalists,0
14366.0,160,1,136.0,1,1,1,111,At Risk,0
14369.0,277,2,469.13,1,2,2,122,At Risk,1
14370.0,85,6,1175.78,2,4,3,243,At Risk,0
14372.0,78,2,860.08,2,2,3,223,At Risk,0
14374.0,176,1,108.0,1,1,1,111,At Risk,0
14375.0,85,2,871.26,2,2,3,223,At Risk,0
14376.0,318,1,215.46,1,1,1,111,At Risk,1
14378.0,256,1,131.25,1,1,1,111,At Risk,1
14379.0,28,2,917.06,3,2,3,323,Potential Loyalists,0
14380.0,317,1,48.96,1,1,1,111,At Risk,1
14381.0,86,1,423.26,2,1,2,212,At Risk,0
14382.0,25,1,578.14,3,1,2,312,Potential Loyalists,0
14384.0,135,1,58.5,2,1,1,211,At Risk,0
14388.0,7,9,3488.16,4,4,4,444,Champions,0
14389.0,59,3,854.55,2,3,3,233,At Risk,0
14390.0,7,5,1731.16,4,3,4,434,Loyal Customers,0
14391.0,211,1,135.6,1,1,1,111,At Risk,1
14392.0,67,1,266.4,2,1,1,211,At Risk,0
14394.0,199,1,93.8,1,1,1,111,At Risk,1
14395.0,7,12,4630.7,4,4,4,444,Champions,0
14396.0,6,6,1591.74,4,4,3,443,Loyal Customers,0
14398.0,36,2,707.79,3,2,3,323,Potential Loyalists,0
14399.0,29,8,2108.21,3,4,4,344,Loyal Customers,0
14400.0,43,2,1157.77,3,2,3,323,Potential Loyalists,0
14401.0,59,9,2744.42,2,4,4,244,At Risk,0
14402.0,287,1,285.6,1,1,1,111,At Risk,1
14403.0,224,2,404.7,1,2,2,122,At Risk,1
14404.0,4,8,1404.04,4,4,3,443,Loyal Customers,0
14405.0,21,1,195.0,3,1,1,311,Potential Loyalists,0
14408.0,106,4,1503.24,2,3,3,233,At Risk,0
14409.0,3,5,1696.64,4,3,3,433,Loyal Customers,0
14410.0,11,2,1531.63,4,2,3,423,Potential Loyalists,0
14412.0,59,1,656.16,2,1,2,212,At Risk,0
14413.0,45,3,643.47,3,3,2,332,Loyal Customers,0
14414.0,9,1,902.35,4,1,3,413,Potential Loyalists,0
14415.0,14,10,6124.52,4,4,4,444,Champions,0
14417.0,22,1,524.65,3,1,2,312,Potential Loyalists,0
14419.0,17,1,202.85,4,1,1,411,Potential Loyalists,0
14420.0,31,3,1251.65,3,3,3,333,Loyal Customers,0
14421.0,147,4,1656.26,1,3,3,133,At Risk,0
14422.0,9,13,6007.88,4,4,4,444,Champions,0
14423.0,72,2,651.4100000000001,2,2,2,222,At Risk,0
14425.0,69,3,661.39,2,3,2,232,At Risk,0
14426.0,38,7,7246.27,3,4,4,344,Loyal Customers,0
14427.0,129,2,900.1800000000001,2,2,3,223,At Risk,0
14429.0,38,1,516.28,3,1,2,312,Potential Loyalists,0
14430.0,146,3,1220.9,1,3,3,133,At Risk,0
14431.0,14,3,2143.84,4,3,4,434,Loyal Customers,0
14433.0,100,1,280.7,2,1,1,211,At Risk,0
14435.0,136,1,90.42,1,1,1,111,At Risk,0
14436.0,188,1,182.64,1,1,1,111,At Risk,1
14437.0,0,5,873.34,4,3,3,433,Loyal Customers,0
14439.0,78,4,6781.8,2,3,4,234,At Risk,0
14440.0,0,9,4281.05,4,4,4,444,Champions,0
14441.0,9,7,2898.8,4,4,4,444,Champions,0
14442.0,49,5,3777.2,3,3,4,334,Loyal Customers,0
14443.0,3,2,966.27,4,2,3,423,Potential Loyalists,0
14444.0,91,1,120.44,2,1,1,211,At Risk,0
14445.0,90,1,221.65,2,1,1,211,At Risk,0
14446.0,21,1,189.93,3,1,1,311,Potential Loyalists,0
14447.0,35,1,548.5,3,1,2,312,Potential Loyalists,0
14449.0,7,5,1555.4,4,3,3,433,Loyal Customers,0
14450.0,14,4,645.19,4,3,2,432,Loyal Customers,0
14451.0,24,10,2614.78,3,4,4,344,Loyal Customers,0
14452.0,30,2,399.9,3,2,2,322,Potential Loyalists,0
14454.0,11,5,977.3,4,3,3,433,Loyal Customers,0
14455.0,67,4,617.72,2,3,2,232,At Risk,0
14458.0,15,1,228.07,4,1,1,411,Potential Loyalists,0
14459.0,286,1,3537.821,1,1,4,114,At Risk,1
14460.0,31,6,659.16,3,4,2,342,Loyal Customers,0
14461.0,17,10,4573.85,4,4,4,444,Champions,0
14462.0,67,1,262.24,2,1,1,211,At Risk,0
14463.0,134,1,256.95,2,1,1,211,At Risk,0
14464.0,203,2,111.0,1,2,1,121,At Risk,1
14465.0,63,8,2887.41,2,4,4,244,At Risk,0
14466.0,7,7,2374.5,4,4,4,444,Champions,0
14467.0,24,8,1606.98,3,4,3,343,Loyal Customers,0
14468.0,368,1,204.24,1,1,1,111,At Risk,1
14469.0,51,4,2093.46,3,3,4,334,Loyal Customers,0
14470.0,65,1,250.85,2,1,1,211,At Risk,0
14471.0,226,2,400.95,1,2,2,122,At Risk,1
14472.0,324,1,266.05,1,1,1,111,At Risk,1
14474.0,214,1,711.23,1,1,3,113,At Risk,1
14475.0,43,1,225.3,3,1,1,311,Potential Loyalists,0
14477.0,71,3,660.0,2,3,2,232,At Risk,0
14478.0,17,4,1276.66,4,3,3,433,Loyal Customers,0
14479.0,0,3,982.86,4,3,3,433,Loyal Customers,0
14480.0,37,3,1020.47,3,3,3,333,Loyal Customers,0
14481.0,42,3,1648.18,3,3,3,333,Loyal Customers,0
14482.0,14,6,2283.91,4,4,4,444,Champions,0
14483.0,371,1,120.0,1,1,1,111,At Risk,1
14484.0,36,3,749.0600000000001,3,3,3,333,Loyal Customers,0
14486.0,146,2,175.5,1,2,1,121,At Risk,0
14487.0,3,2,225.89,4,2,1,421,Potential Loyalists,0
14489.0,72,3,1111.55,2,3,3,233,At Risk,0
14490.0,41,2,1273.47,3,2,3,323,Potential Loyalists,0
14491.0,7,1,127.2,4,1,1,411,Potential Loyalists,0
14492.0,65,7,1921.91,2,4,4,244,At Risk,0
14493.0,25,5,2704.62,3,3,4,334,Loyal Customers,0
14494.0,36,2,261.9,3,2,1,321,Potential Loyalists,0
14495.0,294,1,51.0,1,1,1,111,At Risk,1
14496.0,8,6,2129.42,4,4,4,444,Champions,0
14497.0,308,1,221.69,1,1,1,111,At Risk,1
14498.0,36,5,1943.51,3,3,4,334,Loyal Customers,0
14499.0,9,4,1293.35,4,3,3,433,Loyal Customers,0
14505.0,39,11,6019.65,3,4,4,344,Loyal Customers,0
14506.0,4,3,1256.6,4,3,3,433,Loyal Customers,0
14507.0,13,5,1848.86,4,3,4,434,Loyal Customers,0
14508.0,11,3,554.87,4,3,2,432,Loyal Customers,0
14509.0,169,1,110.95,1,1,1,111,At Risk,0
14510.0,10,3,979.85,4,3,3,433,Loyal Customers,0
14512.0,18,5,940.69,3,3,3,333,Loyal Customers,0
14513.0,71,3,332.42,2,3,2,232,At Risk,0
14514.0,71,6,3389.84,2,4,4,244,At Risk,0
14515.0,22,6,1647.17,3,4,3,343,Loyal Customers,0
14516.0,151,1,151.17,1,1,1,111,At Risk,0
14519.0,318,2,203.14,1,2,1,121,At Risk,1
14521.0,126,1,199.45,2,1,1,211,At Risk,0
14522.0,230,4,773.88,1,3,3,133,At Risk,1
14524.0,44,4,1066.03,3,3,3,333,Loyal Customers,0
14525.0,63,8,3810.64,2,4,4,244,At Risk,0
14526.0,24,1,258.65,3,1,1,311,Potential Loyalists,0
14527.0,0,69,19257.08,4,4,4,444,Champions,0
14530.0,31,10,3226.76,3,4,4,344,Loyal Customers,0
14531.0,114,1,376.34,2,1,2,212,At Risk,0
14532.0,46,7,2912.93,3,4,4,344,Loyal Customers,0
14533.0,42,4,1516.65,3,3,3,333,Loyal Customers,0
14534.0,32,8,1790.36,3,4,4,344,Loyal Customers,0
14535.0,30,6,3118.39,3,4,4,344,Loyal Customers,0
14537.0,258,1,285.84,1,1,1,111,At Risk,1
14538.0,165,3,982.59,1,3,3,133,At Risk,0
14540.0,14,8,2756.98,4,4,4,444,Champions,0
14541.0,51,6,1038.03,3,4,3,343,Loyal Customers,0
14543.0,15,23,10988.14,4,4,4,444,Champions,0
14544.0,105,1,934.23,2,1,3,213,At Risk,0
14545.0,309,1,349.25,1,1,2,112,At Risk,1
14546.0,11,6,2610.91,4,4,4,444,Champions,0
14548.0,119,7,1888.49,2,4,4,244,At Risk,0
14549.0,55,3,624.36,2,3,2,232,At Risk,0
14550.0,23,2,587.69,3,2,2,322,Potential Loyalists,0
14551.0,46,5,691.86,3,3,2,332,Loyal Customers,0
14552.0,15,2,343.71,4,2,2,422,Potential Loyalists,0
